Date,Plant,Production_Line,Product,Planned_Units,Produced_Units,Defective_Units,Downtime_Minutes,Downtime_Reason,Shift,Overtime_Hours,Production_Cost
2025-08-25,Plant D,Line 1,Product E,1003,818,27,40,Material Shortage,Morning,4.8,74404.96
2025-08-25,Plant C,Line 3,Product A,780,786,11,26,Machine Failure,Night,0.0,54718.22
2025-08-25,Plant C,Line 4,Product B,995,919,34,120,Changeover,Evening,2.0,61326.72
2025-08-25,Plant C,Line 4,Product B,943,926,29,51,Planned Maintenance,Evening,1.9,58367.95
2025-08-25,Plant D,Line 3,Product D,1197,1041,45,28,Planned Maintenance,Morning,6.0,73183.07
2025-08-25,Plant A,Line 3,Product D,1451,1363,54,57,Power Failure,Night,1.9,82537.85
2025-08-25,Plant D,Line 3,Product A,957,728,43,240,Quality Issue,Evening,3.9,65084.6
2025-08-25,Plant C,Line 3,Product D,1289,1241,45,68,Power Failure,Evening,2.6,72038.65
2025-08-25,Plant D,Line 4,Product A,823,662,37,122,Changeover,Evening,4.2,58222.07
2025-08-25,Plant A,Line 2,Product A,900,842,31,35,Changeover,Evening,0.9,63137.22
2025-08-25,Plant A,Line 1,Product D,1257,1190,49,30,Changeover,Morning,3.9,70055.11
2025-08-25,Plant D,Line 3,Product A,1009,898,36,35,Quality Issue,Night,4.8,74994.72
2025-08-25,Plant B,Line 4,Product C,719,612,10,46,Changeover,Morning,3.4,60318.78
2025-08-25,Plant A,Line 4,Product B,963,871,27,51,Machine Failure,Evening,4.7,61354.51
2025-08-26,Plant C,Line 3,Product E,1019,962,30,40,Material Shortage,Night,0.6,71755.81
2025-08-26,Plant A,Line 2,Product A,850,746,21,98,Planned Maintenance,Night,5.4,61948.86
2025-08-26,Plant A,Line 2,Product C,701,575,9,109,Quality Issue,Morning,4.2,56387.57
2025-08-26,Plant A,Line 3,Product A,962,867,24,33,Machine Failure,Morning,7.8,71705.06
2025-08-26,Plant A,Line 3,Product C,805,777,11,30,Planned Maintenance,Evening,2.0,72826.82
2025-08-27,Plant C,Line 2,Product A,798,741,22,28,Changeover,Morning,4.2,56410.19
2025-08-27,Plant C,Line 1,Product E,856,834,19,19,Quality Issue,Evening,1.2,61204.05
2025-08-27,Plant A,Line 2,Product C,858,767,20,88,Machine Failure,Morning,8.7,77475.22
2025-08-27,Plant A,Line 3,Product E,1113,1048,30,66,Power Failure,Morning,0.3,82415.32
2025-08-27,Plant B,Line 4,Product A,867,774,39,113,Changeover,Evening,5.9,65117.86
2025-08-27,Plant C,Line 2,Product D,1210,1166,26,6,Quality Issue,Night,5.1,69106.43
2025-08-27,Plant C,Line 2,Product C,680,611,7,44,Power Failure,Evening,6.2,55742.84
2025-08-27,Plant B,Line 3,Product D,1323,1182,57,18,Planned Maintenance,Morning,8.2,82231.64
2025-08-27,Plant B,Line 2,Product D,1131,954,52,157,Quality Issue,Morning,1.2,62361.74
2025-08-27,Plant B,Line 2,Product A,799,711,30,106,Changeover,Night,3.8,58469.62
2025-08-27,Plant C,Line 3,Product B,1177,1122,34,41,Machine Failure,Morning,2.0,73424.27
2025-08-27,Plant C,Line 2,Product C,649,623,10,62,Planned Maintenance,Morning,4.3,57029.11
2025-08-28,Plant C,Line 2,Product D,1122,1084,34,34,Planned Maintenance,Evening,1.9,62441.5
2025-08-28,Plant A,Line 2,Product B,958,892,32,32,Power Failure,Evening,0.2,57400.71
2025-08-29,Plant C,Line 1,Product B,1061,1033,30,38,Planned Maintenance,Evening,4.4,68033.82
2025-08-29,Plant A,Line 1,Product C,839,789,14,35,Power Failure,Night,3.7,74046.08
2025-08-29,Plant D,Line 4,Product A,878,737,34,91,Machine Failure,Night,4.7,65646.91
2025-08-29,Plant A,Line 1,Product E,892,872,32,69,Changeover,Night,0.0,66783.85
2025-08-29,Plant A,Line 4,Product E,916,767,28,119,Material Shortage,Morning,2.7,63680.66
2025-08-30,Plant C,Line 2,Product E,844,728,24,106,Changeover,Morning,6.2,60252.5
2025-08-30,Plant A,Line 3,Product E,942,884,15,21,Planned Maintenance,Night,2.9,73470.26
2025-08-30,Plant A,Line 4,Product B,974,911,37,44,Quality Issue,Morning,4.2,65050.1
2025-08-30,Plant B,Line 1,Product C,735,538,25,147,Machine Failure,Evening,7.4,60956.11
2025-08-30,Plant B,Line 1,Product B,1134,965,54,128,Material Shortage,Morning,3.2,73529.92
2025-08-30,Plant C,Line 1,Product B,1136,1006,35,106,Planned Maintenance,Evening,3.1,67987.43
2025-08-30,Plant B,Line 1,Product A,852,681,29,120,Planned Maintenance,Night,5.5,60329.9
2025-08-30,Plant C,Line 1,Product C,714,681,11,40,Planned Maintenance,Night,2.0,59908.16
2025-08-30,Plant A,Line 3,Product B,1187,1096,31,24,Machine Failure,Night,4.3,76075.5
2025-08-30,Plant C,Line 4,Product E,898,832,20,59,Machine Failure,Morning,3.7,63206.41
2025-08-30,Plant C,Line 1,Product C,754,666,13,43,Machine Failure,Morning,2.3,61480.31
2025-08-31,Plant C,Line 2,Product D,1270,1223,42,43,Machine Failure,Night,3.0,71280.15
2025-08-31,Plant B,Line 1,Product B,1147,1079,54,47,Power Failure,Evening,0.8,76504.16
2025-08-31,Plant B,Line 4,Product A,901,790,25,86,Machine Failure,Evening,4.6,65853.04
2025-08-31,Plant D,Line 1,Product E,971,822,40,33,Changeover,Morning,3.6,72549.1
2025-08-31,Plant C,Line 3,Product D,1393,1276,39,27,Power Failure,Evening,3.1,70545.43
2025-08-31,Plant D,Line 2,Product A,758,652,28,119,Material Shortage,Evening,7.1,59578.5
2025-09-01,Plant B,Line 4,Product D,1255,1097,66,116,Machine Failure,Evening,9.1,76426.74
2025-09-01,Plant A,Line 1,Product B,1123,1051,23,42,Power Failure,Night,1.6,71612.79
2025-09-01,Plant C,Line 2,Product A,852,784,24,66,Machine Failure,Night,2.3,59930.64
2025-09-01,Plant D,Line 3,Product C,828,713,30,42,Material Shortage,Morning,7.0,74802.89
2025-09-01,Plant B,Line 3,Product C,824,672,29,179,Quality Issue,Evening,7.3,70380.58
2025-09-01,Plant A,Line 4,Product E,805,772,17,12,Power Failure,Morning,2.1,60808.0
2025-09-02,Plant A,Line 4,Product D,1024,981,46,54,Power Failure,Night,1.9,57596.59
2025-09-02,Plant A,Line 4,Product E,940,819,29,73,Changeover,Morning,7.3,69432.85
2025-09-02,Plant A,Line 1,Product E,1002,963,20,34,Quality Issue,Night,3.1,76965.82
2025-09-02,Plant A,Line 2,Product B,1069,1032,25,13,Machine Failure,Night,0.5,69826.48
2025-09-02,Plant D,Line 2,Product B,1076,986,42,59,Power Failure,Night,1.7,71247.21
2025-09-02,Plant A,Line 4,Product D,1197,1098,42,43,Material Shortage,Morning,3.2,66531.07
2025-09-02,Plant D,Line 2,Product C,696,585,24,98,Machine Failure,Evening,2.2,62128.4
2025-09-02,Plant C,Line 1,Product C,662,586,20,87,Material Shortage,Morning,1.4,52288.3
2025-09-02,Plant B,Line 4,Product A,826,727,30,44,Machine Failure,Night,9.3,61425.09
2025-09-03,Plant A,Line 4,Product D,1087,1056,42,39,Material Shortage,Morning,1.0,63423.01
2025-09-03,Plant B,Line 2,Product E,949,820,46,98,Changeover,Morning,8.6,74121.03
2025-09-03,Plant C,Line 1,Product B,1102,1051,27,36,Planned Maintenance,Evening,2.5,67959.02
2025-09-03,Plant B,Line 4,Product A,915,782,30,61,Planned Maintenance,Evening,5.8,69064.66
2025-09-03,Plant B,Line 2,Product D,1149,973,46,86,Material Shortage,Morning,3.7,63036.9
2025-09-03,Plant A,Line 2,Product C,702,645,9,31,Material Shortage,Evening,5.3,62709.4
2025-09-03,Plant C,Line 1,Product B,1136,1132,44,58,Power Failure,Morning,3.0,72535.09
2025-09-03,Plant C,Line 2,Product C,647,601,18,43,Planned Maintenance,Morning,4.2,55482.49
2025-09-04,Plant B,Line 2,Product C,683,492,21,137,Planned Maintenance,Night,3.4,49864.99
2025-09-04,Plant C,Line 1,Product D,1315,1275,43,25,Material Shortage,Night,1.4,71071.93
2025-09-04,Plant C,Line 3,Product E,1054,952,35,33,Quality Issue,Evening,3.5,72440.24
2025-09-04,Plant A,Line 1,Product A,951,776,27,74,Changeover,Morning,4.9,62540.53
2025-09-04,Plant C,Line 3,Product A,971,921,19,29,Material Shortage,Evening,2.5,67947.88
2025-09-04,Plant D,Line 1,Product A,825,746,31,94,Machine Failure,Morning,6.6,68274.65
2025-09-04,Plant B,Line 4,Product B,929,820,37,95,Material Shortage,Morning,1.1,59773.35
2025-09-04,Plant D,Line 4,Product E,865,768,37,114,Machine Failure,Evening,6.2,71393.3
2025-09-04,Plant B,Line 3,Product B,1160,1048,50,36,Changeover,Morning,3.9,75726.55
2025-09-04,Plant C,Line 3,Product A,845,839,19,13,Material Shortage,Morning,2.1,58769.74
2025-09-04,Plant A,Line 4,Product A,851,806,30,54,Material Shortage,Morning,1.3,59927.74
2025-09-04,Plant C,Line 2,Product D,1198,1149,29,19,Material Shortage,Night,3.6,69663.75
2025-09-04,Plant B,Line 2,Product D,1210,1015,55,92,Planned Maintenance,Morning,2.4,68798.18
2025-09-04,Plant D,Line 2,Product D,1112,930,51,63,Power Failure,Evening,7.3,65199.31
2025-09-05,Plant C,Line 4,Product C,704,678,11,34,Planned Maintenance,Morning,2.3,59118.5
2025-09-05,Plant D,Line 4,Product D,1087,930,35,15,Planned Maintenance,Morning,8.2,66863.08
2025-09-05,Plant D,Line 2,Product C,689,628,24,8,Machine Failure,Evening,5.9,67065.96
2025-09-05,Plant C,Line 1,Product B,1078,1017,46,132,Machine Failure,Evening,4.8,70002.55
2025-09-05,Plant A,Line 4,Product B,1056,976,32,15,Material Shortage,Night,0.7,65875.52
2025-09-05,Plant C,Line 2,Product E,919,906,23,29,Material Shortage,Morning,3.5,68184.38
2025-09-05,Plant B,Line 3,Product D,1317,1171,55,48,Changeover,Morning,6.3,78701.43
2025-09-05,Plant C,Line 3,Product B,1219,1205,30,38,Machine Failure,Evening,1.1,75180.18
2025-09-06,Plant D,Line 3,Product A,946,815,37,86,Planned Maintenance,Morning,3.8,68388.38
2025-09-06,Plant D,Line 1,Product B,1033,886,39,53,Quality Issue,Evening,7.4,70344.77
2025-09-06,Plant B,Line 2,Product E,930,779,31,101,Material Shortage,Night,2.6,66856.31
2025-09-06,Plant C,Line 2,Product C,773,744,10,28,Machine Failure,Morning,1.3,66147.09
2025-09-06,Plant C,Line 3,Product A,898,841,27,91,Machine Failure,Evening,1.6,59419.53
2025-09-07,Plant D,Line 4,Product E,974,817,38,43,Machine Failure,Morning,5.0,73497.76
2025-09-07,Plant B,Line 2,Product A,856,738,25,39,Machine Failure,Night,1.6,57439.14
2025-09-07,Plant B,Line 1,Product A,970,859,44,68,Material Shortage,Evening,4.1,67820.76
2025-09-07,Plant B,Line 2,Product B,1023,960,44,33,Planned Maintenance,Morning,4.6,69295.29
2025-09-07,Plant A,Line 1,Product A,927,860,11,27,Machine Failure,Morning,1.9,66572.63
2025-09-07,Plant C,Line 4,Product A,779,627,13,79,Material Shortage,Evening,5.4,49990.33
2025-09-07,Plant B,Line 2,Product A,815,712,20,37,Machine Failure,Morning,4.1,59014.38
2025-09-07,Plant B,Line 4,Product A,901,791,24,19,Machine Failure,Night,7.7,67217.2
2025-09-08,Plant B,Line 2,Product E,913,807,34,25,Planned Maintenance,Night,4.2,69097.84
2025-09-08,Plant A,Line 2,Product E,941,905,15,39,Machine Failure,Night,0.1,70439.42
2025-09-08,Plant A,Line 1,Product A,897,859,27,21,Quality Issue,Morning,3.6,63351.96
2025-09-08,Plant C,Line 4,Product D,1171,1140,44,22,Material Shortage,Morning,4.0,67475.43
2025-09-08,Plant A,Line 3,Product B,1152,1031,26,37,Planned Maintenance,Night,5.6,73341.79
2025-09-08,Plant D,Line 3,Product D,1386,1294,66,25,Machine Failure,Night,0.0,81215.26
2025-09-08,Plant C,Line 4,Product D,1039,998,37,12,Material Shortage,Evening,2.2,58145.23
2025-09-08,Plant A,Line 4,Product C,681,601,18,55,Power Failure,Morning,7.9,59231.1
2025-09-08,Plant A,Line 2,Product E,927,878,30,52,Planned Maintenance,Evening,3.5,70965.21
2025-09-08,Plant C,Line 4,Product B,1002,1007,25,27,Material Shortage,Morning,0.0,59634.69
2025-09-08,Plant C,Line 1,Product A,761,725,25,77,Machine Failure,Morning,3.9,55798.39
2025-09-08,Plant D,Line 3,Product C,810,661,27,41,Machine Failure,Evening,5.5,69028.08
2025-09-09,Plant A,Line 3,Product A,897,802,33,80,Quality Issue,Morning,6.6,66263.78
2025-09-09,Plant C,Line 1,Product C,680,697,8,21,Changeover,Morning,2.4,60744.56
2025-09-09,Plant D,Line 3,Product D,1332,1140,62,43,Material Shortage,Morning,4.4,77662.73
2025-09-09,Plant C,Line 2,Product E,932,905,24,40,Power Failure,Evening,3.2,71092.01
2025-09-09,Plant B,Line 3,Product E,1063,936,37,140,Material Shortage,Night,5.4,80472.12
2025-09-09,Plant B,Line 1,Product B,1061,985,44,21,Planned Maintenance,Morning,0.1,70588.74
2025-09-10,Plant C,Line 2,Product C,809,796,8,46,Power Failure,Morning,2.3,70648.59
2025-09-10,Plant D,Line 2,Product D,1217,1017,59,81,Quality Issue,Morning,5.9,71303.44
2025-09-10,Plant A,Line 2,Product D,1205,1121,53,66,Power Failure,Morning,2.9,68864.64
2025-09-10,Plant A,Line 1,Product E,1047,981,25,33,Machine Failure,Evening,1.6,75874.64
2025-09-10,Plant A,Line 4,Product A,789,728,21,34,Material Shortage,Evening,2.8,51367.07
2025-09-10,Plant D,Line 1,Product C,786,573,23,66,Changeover,Evening,7.3,63171.85
2025-09-10,Plant C,Line 1,Product D,1248,1165,54,77,Planned Maintenance,Evening,1.1,66944.63
2025-09-10,Plant D,Line 4,Product D,1033,884,50,58,Planned Maintenance,Night,7.3,65428.6
2025-09-10,Plant A,Line 3,Product B,1171,1083,36,32,Planned Maintenance,Evening,5.1,74611.5
2025-09-10,Plant B,Line 4,Product C,600,526,19,97,Planned Maintenance,Evening,3.3,52292.88
2025-09-10,Plant D,Line 4,Product A,862,719,33,85,Machine Failure,Morning,4.5,63601.1
2025-09-10,Plant A,Line 3,Product A,937,918,25,19,Machine Failure,Night,3.6,69324.11
2025-09-10,Plant A,Line 1,Product A,847,797,24,47,Quality Issue,Morning,1.6,61898.1
2025-09-11,Plant B,Line 2,Product B,1049,928,40,40,Machine Failure,Evening,6.8,71885.61
2025-09-11,Plant D,Line 1,Product C,713,589,22,172,Planned Maintenance,Morning,4.2,65544.99
2025-09-11,Plant A,Line 2,Product D,1232,1180,31,19,Planned Maintenance,Morning,0.0,68043.1
2025-09-11,Plant C,Line 4,Product C,723,652,17,76,Planned Maintenance,Morning,2.0,56468.13
2025-09-11,Plant C,Line 1,Product C,786,750,10,29,Machine Failure,Morning,0.5,64948.04
2025-09-11,Plant C,Line 2,Product C,734,705,21,32,Material Shortage,Night,1.5,60114.81
2025-09-11,Plant B,Line 4,Product C,588,532,21,116,Machine Failure,Night,7.5,60788.08
2025-09-11,Plant A,Line 4,Product E,927,855,36,48,Machine Failure,Morning,4.6,71839.27
2025-09-11,Plant D,Line 1,Product E,961,817,36,57,Machine Failure,Evening,2.7,70007.13
2025-09-11,Plant D,Line 3,Product A,1004,797,38,102,Material Shortage,Morning,6.8,72336.71
2025-09-11,Plant D,Line 2,Product E,973,833,36,84,Changeover,Evening,8.6,77520.4
2025-09-12,Plant A,Line 1,Product D,1314,1200,59,37,Machine Failure,Evening,4.6,74482.87
2025-09-12,Plant C,Line 1,Product A,921,903,23,61,Planned Maintenance,Evening,0.0,66483.65
2025-09-12,Plant A,Line 1,Product D,1283,1256,45,36,Changeover,Night,3.9,77262.18
2025-09-12,Plant B,Line 2,Product A,887,758,24,26,Machine Failure,Morning,4.9,61812.3
2025-09-13,Plant D,Line 3,Product C,735,640,27,90,Material Shortage,Morning,5.3,68163.68
2025-09-13,Plant D,Line 2,Product A,820,629,36,240,Machine Failure,Night,3.1,55851.56
2025-09-13,Plant C,Line 2,Product A,883,802,27,46,Quality Issue,Morning,7.7,59802.91
2025-09-13,Plant C,Line 1,Product D,1187,1205,44,15,Material Shortage,Evening,4.5,72567.89
2025-09-13,Plant C,Line 1,Product A,895,871,34,17,Material Shortage,Evening,3.7,61726.53
2025-09-13,Plant B,Line 2,Product C,736,688,32,53,Quality Issue,Evening,0.8,65645.8
2025-09-13,Plant B,Line 1,Product B,1127,941,35,110,Changeover,Evening,4.1,69107.25
2025-09-13,Plant B,Line 4,Product D,1143,1083,48,51,Changeover,Morning,3.6,70705.13
2025-09-13,Plant C,Line 4,Product C,699,685,14,71,Planned Maintenance,Evening,1.6,60360.92
2025-09-13,Plant B,Line 2,Product D,1127,1024,62,72,Planned Maintenance,Evening,4.6,68814.85
2025-09-14,Plant B,Line 2,Product C,756,672,27,60,Quality Issue,Night,7.0,69456.78
2025-09-14,Plant C,Line 4,Product C,568,524,9,37,Machine Failure,Night,1.3,44164.31
2025-09-14,Plant A,Line 4,Product C,654,592,7,51,Machine Failure,Night,7.3,60362.7
2025-09-14,Plant D,Line 3,Product B,1134,966,50,111,Power Failure,Evening,4.5,72037.27
2025-09-14,Plant B,Line 3,Product B,1063,888,53,138,Changeover,Morning,5.0,69171.58
2025-09-15,Plant C,Line 3,Product A,936,938,27,17,Material Shortage,Morning,3.8,71857.77
2025-09-15,Plant B,Line 1,Product E,1044,936,39,90,Machine Failure,Night,4.6,81338.84
2025-09-15,Plant A,Line 2,Product D,1151,1052,43,70,Machine Failure,Evening,8.6,67042.06
2025-09-15,Plant C,Line 2,Product C,749,736,5,46,Planned Maintenance,Evening,1.9,66145.82
2025-09-15,Plant A,Line 2,Product C,661,523,11,102,Planned Maintenance,Evening,6.6,53452.12
2025-09-15,Plant A,Line 2,Product A,900,860,34,40,Material Shortage,Night,0.0,62744.86
2025-09-16,Plant D,Line 2,Product E,891,798,25,38,Changeover,Night,6.7,74517.47
2025-09-16,Plant C,Line 1,Product C,750,686,14,25,Changeover,Evening,3.5,59112.78
2025-09-16,Plant B,Line 3,Product E,1074,865,39,154,Material Shortage,Evening,5.3,76611.86
2025-09-16,Plant B,Line 2,Product B,1060,945,42,66,Planned Maintenance,Morning,4.7,72361.25
2025-09-16,Plant B,Line 4,Product C,618,524,20,87,Machine Failure,Morning,3.0,49806.65
2025-09-16,Plant B,Line 4,Product C,719,599,29,45,Material Shortage,Evening,5.2,62201.51
2025-09-16,Plant B,Line 2,Product C,670,601,13,49,Machine Failure,Evening,6.3,62623.09
2025-09-17,Plant A,Line 4,Product E,845,794,21,30,Planned Maintenance,Evening,4.7,62845.06
2025-09-17,Plant C,Line 3,Product A,911,907,24,62,Quality Issue,Night,0.3,63341.32
2025-09-17,Plant C,Line 4,Product E,968,916,16,24,Power Failure,Morning,3.9,72838.76
2025-09-17,Plant D,Line 2,Product D,1233,1065,45,38,Power Failure,Evening,3.3,70186.69
2025-09-17,Plant A,Line 1,Product B,1181,1144,45,71,Power Failure,Morning,1.6,75891.16
2025-09-17,Plant B,Line 4,Product A,806,756,24,32,Changeover,Evening,2.8,62860.29
2025-09-17,Plant D,Line 2,Product B,1056,892,40,104,Planned Maintenance,Evening,3.3,66798.93
2025-09-17,Plant A,Line 2,Product E,854,757,31,88,Machine Failure,Morning,7.5,67418.24
2025-09-17,Plant A,Line 1,Product B,1032,968,35,70,Changeover,Morning,1.7,65793.63
2025-09-17,Plant B,Line 4,Product A,704,564,25,113,Planned Maintenance,Evening,3.8,46177.62
2025-09-17,Plant D,Line 4,Product B,1075,969,51,82,Changeover,Morning,6.0,76833.79
2025-09-17,Plant D,Line 4,Product E,840,698,32,81,Power Failure,Evening,4.4,65664.74
2025-09-17,Plant D,Line 2,Product A,844,622,23,115,Planned Maintenance,Evening,3.7,52918.17
2025-09-18,Plant B,Line 3,Product E,1005,950,43,67,Machine Failure,Morning,2.8,81974.31
2025-09-18,Plant C,Line 2,Product E,911,855,19,72,Planned Maintenance,Evening,2.4,68349.0
2025-09-18,Plant A,Line 2,Product E,886,894,28,20,Machine Failure,Evening,4.5,73545.17
2025-09-18,Plant B,Line 1,Product D,1211,1069,58,43,Planned Maintenance,Night,5.2,72800.56
2025-09-18,Plant B,Line 3,Product B,1235,1135,55,128,Changeover,Evening,3.2,82410.15
2025-09-18,Plant A,Line 3,Product B,999,871,36,85,Planned Maintenance,Evening,4.8,63132.82
2025-09-18,Plant A,Line 4,Product E,918,784,29,109,Material Shortage,Night,4.7,65368.99
2025-09-18,Plant B,Line 2,Product C,658,582,7,18,Planned Maintenance,Morning,7.2,62094.26
2025-09-18,Plant D,Line 2,Product D,1167,1008,44,19,Material Shortage,Morning,4.1,69334.17
2025-09-18,Plant A,Line 1,Product B,1177,1171,48,37,Changeover,Morning,5.1,81752.8
2025-09-19,Plant B,Line 1,Product B,1046,941,38,108,Power Failure,Morning,6.5,73408.5
2025-09-19,Plant B,Line 1,Product E,1049,926,46,118,Planned Maintenance,Morning,4.5,78906.02
2025-09-19,Plant C,Line 3,Product A,875,858,15,63,Machine Failure,Morning,3.1,64178.91
2025-09-19,Plant B,Line 1,Product C,753,696,34,61,Machine Failure,Night,2.4,68352.28
2025-09-19,Plant C,Line 4,Product D,1056,1020,37,28,Material Shortage,Evening,1.1,60182.65
2025-09-19,Plant B,Line 4,Product E,991,893,30,45,Material Shortage,Morning,3.8,77381.21
2025-09-19,Plant B,Line 3,Product A,945,822,31,94,Planned Maintenance,Morning,5.9,70562.61
2025-09-19,Plant A,Line 2,Product B,1175,1121,41,34,Machine Failure,Evening,4.7,75180.66
2025-09-20,Plant A,Line 2,Product D,1199,1175,37,12,Quality Issue,Morning,0.1,67807.79
2025-09-20,Plant C,Line 3,Product C,847,799,17,40,Machine Failure,Night,3.4,71968.07
2025-09-20,Plant C,Line 1,Product B,1143,1120,38,14,Planned Maintenance,Evening,2.1,71616.08
2025-09-20,Plant C,Line 3,Product D,1353,1324,48,37,Material Shortage,Morning,3.7,77093.0
2025-09-20,Plant A,Line 3,Product D,1296,1259,50,54,Planned Maintenance,Evening,3.5,76307.16
2025-09-20,Plant B,Line 4,Product A,789,644,21,65,Planned Maintenance,Evening,4.3,54056.58
2025-09-20,Plant A,Line 3,Product C,800,778,19,53,Changeover,Morning,5.4,74656.55
2025-09-21,Plant C,Line 3,Product E,1023,968,26,22,Planned Maintenance,Evening,3.2,74083.67
2025-09-21,Plant A,Line 2,Product E,963,908,38,101,Changeover,Evening,0.9,69356.88
2025-09-21,Plant C,Line 3,Product B,1251,1182,29,56,Machine Failure,Evening,1.4,74776.2
2025-09-21,Plant A,Line 3,Product B,1164,1075,28,78,Material Shortage,Morning,0.6,72803.07
2025-09-21,Plant A,Line 4,Product B,1010,914,28,28,Machine Failure,Night,7.4,64728.71
2025-09-21,Plant C,Line 2,Product E,929,934,24,22,Material Shortage,Evening,1.0,71309.23
2025-09-21,Plant A,Line 3,Product A,985,940,26,38,Quality Issue,Evening,4.8,74145.6
2025-09-21,Plant A,Line 4,Product E,918,817,30,26,Planned Maintenance,Morning,2.3,64227.66
2025-09-22,Plant B,Line 4,Product B,993,913,50,85,Changeover,Morning,3.2,66150.63
2025-09-22,Plant B,Line 2,Product D,1165,1004,49,47,Planned Maintenance,Evening,6.7,70094.26
2025-09-22,Plant A,Line 4,Product E,973,894,28,66,Quality Issue,Morning,6.8,74355.08
2025-09-22,Plant C,Line 3,Product B,1156,1109,17,48,Machine Failure,Evening,1.2,71244.39
2025-09-22,Plant A,Line 1,Product B,1089,1070,37,69,Planned Maintenance,Evening,4.6,73327.14
2025-09-22,Plant D,Line 1,Product A,927,769,33,71,Planned Maintenance,Evening,4.0,64358.88
2025-09-22,Plant C,Line 1,Product C,724,737,15,15,Machine Failure,Morning,2.5,69279.86
2025-09-22,Plant A,Line 4,Product B,990,936,40,82,Machine Failure,Morning,4.6,67575.26
2025-09-22,Plant C,Line 4,Product E,878,857,28,35,Machine Failure,Morning,2.5,67271.38
2025-09-23,Plant C,Line 4,Product A,788,766,18,65,Machine Failure,Morning,0.3,54233.11
2025-09-23,Plant D,Line 4,Product C,582,449,17,69,Quality Issue,Morning,4.5,47373.66
2025-09-23,Plant D,Line 2,Product D,1170,989,46,91,Planned Maintenance,Evening,4.3,67483.96
2025-09-23,Plant B,Line 3,Product E,1049,959,36,35,Power Failure,Evening,5.9,83006.65
2025-09-23,Plant A,Line 2,Product D,1168,1058,30,7,Material Shortage,Morning,8.1,69362.27
2025-09-23,Plant B,Line 2,Product D,1227,1097,48,23,Power Failure,Evening,3.0,66675.02
2025-09-23,Plant D,Line 1,Product E,1016,889,38,41,Quality Issue,Morning,7.0,81383.78
2025-09-24,Plant C,Line 2,Product B,1053,1045,31,18,Machine Failure,Morning,5.5,70173.86
2025-09-24,Plant D,Line 4,Product D,1063,928,44,33,Material Shortage,Morning,1.3,61145.72
2025-09-24,Plant C,Line 4,Product E,915,929,26,51,Planned Maintenance,Morning,4.1,69804.5
2025-09-24,Plant A,Line 1,Product E,981,943,34,55,Planned Maintenance,Night,2.6,79412.13
2025-09-24,Plant A,Line 3,Product D,1273,1165,52,48,Quality Issue,Morning,3.6,73777.54
2025-09-24,Plant A,Line 3,Product A,1018,951,27,82,Planned Maintenance,Morning,0.0,68828.82
2025-09-24,Plant B,Line 4,Product B,1027,909,43,117,Planned Maintenance,Morning,4.7,68427.18
2025-09-25,Plant A,Line 4,Product C,630,592,20,71,Planned Maintenance,Morning,2.7,55965.71
2025-09-25,Plant A,Line 1,Product A,920,821,33,48,Material Shortage,Night,3.3,60322.26
2025-09-25,Plant D,Line 4,Product D,1138,961,60,142,Planned Maintenance,Evening,6.1,69833.69
2025-09-25,Plant C,Line 3,Product D,1312,1277,31,28,Material Shortage,Morning,3.0,73116.94
2025-09-25,Plant A,Line 3,Product A,844,826,24,35,Quality Issue,Evening,1.0,60101.77
2025-09-25,Plant A,Line 4,Product C,689,696,14,62,Machine Failure,Evening,5.5,67162.74
2025-09-25,Plant A,Line 4,Product A,863,838,15,32,Machine Failure,Evening,2.1,64394.69
2025-09-25,Plant A,Line 4,Product A,804,711,18,78,Material Shortage,Morning,6.0,60495.88
2025-09-25,Plant C,Line 4,Product C,722,687,18,30,Machine Failure,Evening,0.6,59479.74
2025-09-25,Plant A,Line 3,Product E,952,871,19,23,Planned Maintenance,Evening,1.7,68537.51
2025-09-25,Plant C,Line 2,Product D,1121,1101,55,10,Planned Maintenance,Morning,0.4,62860.33
2025-09-25,Plant B,Line 1,Product B,1154,1037,50,89,Power Failure,Evening,4.3,76041.26
2025-09-25,Plant A,Line 3,Product E,1095,1004,51,54,Changeover,Morning,5.1,83164.06
2025-09-25,Plant D,Line 2,Product A,857,705,33,28,Material Shortage,Evening,7.6,66137.03
2025-09-25,Plant B,Line 4,Product A,846,714,34,79,Machine Failure,Morning,8.3,61047.14
2025-09-26,Plant A,Line 2,Product A,835,758,29,37,Quality Issue,Evening,2.2,56138.76
2025-09-26,Plant A,Line 2,Product E,994,974,32,71,Power Failure,Morning,1.9,78713.81
2025-09-26,Plant B,Line 3,Product C,815,688,27,80,Material Shortage,Night,7.8,75418.29
2025-09-26,Plant C,Line 2,Product E,977,930,29,43,Planned Maintenance,Morning,2.6,69679.67
2025-09-26,Plant A,Line 3,Product A,885,864,28,44,Material Shortage,Evening,2.5,62161.98
2025-09-26,Plant D,Line 2,Product C,676,549,19,61,Machine Failure,Night,3.5,58575.45
2025-09-26,Plant B,Line 2,Product D,1153,1017,58,62,Material Shortage,Morning,4.2,70154.0
2025-09-26,Plant D,Line 3,Product C,808,669,29,93,Planned Maintenance,Evening,3.9,68362.04
2025-09-27,Plant D,Line 1,Product B,1153,984,36,54,Machine Failure,Night,6.2,75844.45
